n_programs,n_applicants,spots_per_program,interviews_per_spot,simulations_per_s,max_applications,study_min_signal,study_max_signal,result_file_prefix
301,2925,5,20,20,32,3,29,heatmap_np301_pos1568_sppcalc5_na2925_ips20_ma32
239,5253,15,15,20,64,3,40,heatmap_np239_pos3661_sppcalc15_na5253_ips15_ma64
252,7615,12,11,20,15,3,12,heatmap_np252_pos3033_sppcalc12_na7615_ips11_ma15
292,3805,15,9,20,51,3,40,heatmap_np292_pos4583_sppcalc15_na3805_ips9_ma51
331,9010,10,15,20,34,3,31,heatmap_np331_pos3349_sppcalc10_na9010_ips15_ma34
200,3117,20,11,20,73,3,40,heatmap_np200_pos4053_sppcalc20_na3117_ips11_ma73
366,7194,5,19,20,22,3,19,heatmap_np366_pos1871_sppcalc5_na7194_ips19_ma22
151,4466,3,14,20,60,3,40,heatmap_np151_pos488_sppcalc3_na4466_ips14_ma60
219,5066,5,13,20,51,3,40,heatmap_np219_pos1309_sppcalc5_na5066_ips13_ma51
178,922,3,9,20,40,3,37,heatmap_np178_pos694_sppcalc3_na922_ips9_ma40
362,2152,9,12,20,12,3,9,heatmap_np362_pos3279_sppcalc9_na2152_ips12_ma12
341,6219,9,16,20,46,3,40,heatmap_np341_pos3197_sppcalc9_na6219_ips16_ma46
109,2751,44,19,20,24,3,21,heatmap_np109_pos4871_sppcalc44_na2751_ips19_ma24
374,3394,7,6,20,58,3,40,heatmap_np374_pos2653_sppcalc7_na3394_ips6_ma58
241,1061,1,5,20,67,3,40,heatmap_np241_pos106_sppcalc1_na1061_ips5_ma67
357,4037,1,8,20,63,3,40,heatmap_np357_pos197_sppcalc1_na4037_ips8_ma63
337,6113,7,11,20,27,3,24,heatmap_np337_pos2663_sppcalc7_na6113_ips11_ma27
43,5203,75,19,20,20,3,17,heatmap_np43_pos3237_sppcalc75_na5203_ips19_ma20
255,7941,3,8,20,33,3,30,heatmap_np255_pos812_sppcalc3_na7941_ips8_ma33
304,8242,12,6,20,71,3,40,heatmap_np304_pos3801_sppcalc12_na8242_ips6_ma71
96,3776,19,15,20,69,3,40,heatmap_np96_pos1838_sppcalc19_na3776_ips15_ma69
370,4433,4,12,20,49,3,40,heatmap_np370_pos1841_sppcalc4_na4433_ips12_ma49
226,4526,20,8,20,29,3,26,heatmap_np226_pos4550_sppcalc20_na4526_ips8_ma29
240,22,16,15,20,20,3,17,heatmap_np240_pos3866_sppcalc16_na22_ips15_ma20
18,4049,203,16,20,10,3,7,heatmap_np18_pos3659_sppcalc203_na4049_ips16_ma10
117,3823,9,6,20,50,3,40,heatmap_np117_pos1144_sppcalc9_na3823_ips6_ma50
36,3232,13,20,20,17,3,14,heatmap_np36_pos494_sppcalc13_na3232_ips20_ma17
212,907,21,6,20,55,3,40,heatmap_np212_pos4617_sppcalc21_na907_ips6_ma55
396,7740,4,7,20,63,3,40,heatmap_np396_pos1819_sppcalc4_na7740_ips7_ma63
113,3852,17,18,20,66,3,40,heatmap_np113_pos2032_sppcalc17_na3852_ips18_ma66
51,7906,85,14,20,35,3,32,heatmap_np51_pos4362_sppcalc85_na7906_ips14_ma35
147,4227,4,7,20,63,3,40,heatmap_np147_pos615_sppcalc4_na4227_ips7_ma63
135,4136,26,13,20,43,3,40,heatmap_np135_pos3569_sppcalc26_na4136_ips13_ma43
364,7363,10,18,20,74,3,40,heatmap_np364_pos3748_sppcalc10_na7363_ips18_ma74
38,1366,87,6,20,10,3,7,heatmap_np38_pos3312_sppcalc87_na1366_ips6_ma10
117,5222,22,14,20,39,3,36,heatmap_np117_pos2666_sppcalc22_na5222_ips14_ma39
325,4571,5,6,20,23,3,20,heatmap_np325_pos1675_sppcalc5_na4571_ips6_ma23
61,4105,1,7,20,45,3,40,heatmap_np61_pos73_sppcalc1_na4105_ips7_ma45
51,6673,14,17,20,17,3,14,heatmap_np51_pos756_sppcalc14_na6673_ips17_ma17
44,4465,29,16,20,5,3,3,heatmap_np44_pos1281_sppcalc29_na4465_ips16_ma5
319,5099,14,9,20,11,3,8,heatmap_np319_pos4682_sppcalc14_na5099_ips9_ma11
321,3254,9,20,20,23,3,20,heatmap_np321_pos3039_sppcalc9_na3254_ips20_ma23
133,8187,14,12,20,42,3,39,heatmap_np133_pos1925_sppcalc14_na8187_ips12_ma42
37,846,23,5,20,16,3,13,heatmap_np37_pos862_sppcalc23_na846_ips5_ma16
19,2149,3,14,20,5,3,3,heatmap_np19_pos57_sppcalc3_na2149_ips14_ma5
337,3729,6,20,20,51,3,40,heatmap_np337_pos2034_sppcalc6_na3729_ips20_ma51
160,5705,25,10,20,37,3,34,heatmap_np160_pos4088_sppcalc25_na5705_ips10_ma37
290,3762,10,5,20,64,3,40,heatmap_np290_pos3161_sppcalc10_na3762_ips5_ma64
63,8003,45,20,20,26,3,23,heatmap_np63_pos2878_sppcalc45_na8003_ips20_ma26
14,316,78,15,20,11,3,8,heatmap_np14_pos1097_sppcalc78_na316_ips15_ma11
274,1009,3,10,20,20,3,17,heatmap_np274_pos1023_sppcalc3_na1009_ips10_ma20
57,7512,18,17,20,30,3,27,heatmap_np57_pos1054_sppcalc18_na7512_ips17_ma30
319,4816,8,14,20,62,3,40,heatmap_np319_pos2779_sppcalc8_na4816_ips14_ma62
271,8320,3,14,20,67,3,40,heatmap_np271_pos1067_sppcalc3_na8320_ips14_ma67
336,6785,8,10,20,36,3,33,heatmap_np336_pos2791_sppcalc8_na6785_ips10_ma36
91,8063,11,8,20,75,3,40,heatmap_np91_pos1044_sppcalc11_na8063_ips8_ma75
99,5057,16,11,20,65,3,40,heatmap_np99_pos1626_sppcalc16_na5057_ips11_ma65
344,560,5,12,20,30,3,27,heatmap_np344_pos2014_sppcalc5_na560_ips12_ma30
71,7467,50,8,20,56,3,40,heatmap_np71_pos3553_sppcalc50_na7467_ips8_ma56
301,3999,13,16,20,7,3,4,heatmap_np301_pos4063_sppcalc13_na3999_ips16_ma7
203,3451,6,15,20,14,3,11,heatmap_np203_pos1241_sppcalc6_na3451_ips15_ma14
20,6748,58,14,20,13,3,10,heatmap_np20_pos1166_sppcalc58_na6748_ips14_ma13
86,4557,2,5,20,23,3,20,heatmap_np86_pos255_sppcalc2_na4557_ips5_ma23
163,1878,4,14,20,36,3,33,heatmap_np163_pos716_sppcalc4_na1878_ips14_ma36
121,933,27,17,20,9,3,6,heatmap_np121_pos3272_sppcalc27_na933_ips17_ma9
262,7012,16,10,20,59,3,40,heatmap_np262_pos4424_sppcalc16_na7012_ips10_ma59
309,5225,7,15,20,58,3,40,heatmap_np309_pos2257_sppcalc7_na5225_ips15_ma58
292,4064,7,9,20,41,3,38,heatmap_np292_pos2124_sppcalc7_na4064_ips9_ma41
313,2592,3,10,20,40,3,37,heatmap_np313_pos950_sppcalc3_na2592_ips10_ma40
72,775,29,15,20,41,3,38,heatmap_np72_pos2098_sppcalc29_na775_ips15_ma41
339,8708,10,10,20,41,3,38,heatmap_np339_pos3711_sppcalc10_na8708_ips10_ma41
147,128,7,15,20,40,3,37,heatmap_np147_pos1167_sppcalc7_na128_ips15_ma40
194,8950,25,11,20,34,3,31,heatmap_np194_pos4949_sppcalc25_na8950_ips11_ma34
128,9505,3,10,20,38,3,35,heatmap_np128_pos425_sppcalc3_na9505_ips10_ma38
366,7319,12,7,20,21,3,18,heatmap_np366_pos4663_sppcalc12_na7319_ips7_ma21
191,1719,1,15,20,12,3,9,heatmap_np191_pos129_sppcalc1_na1719_ips15_ma12
168,7054,24,14,20,38,3,35,heatmap_np168_pos4156_sppcalc24_na7054_ips14_ma38
331,500,1,5,20,5,3,3,heatmap_np331_pos88_sppcalc1_na500_ips5_ma5
176,2083,1,17,20,56,3,40,heatmap_np176_pos48_sppcalc1_na2083_ips17_ma56
203,6318,7,13,20,7,3,4,heatmap_np203_pos1574_sppcalc7_na6318_ips13_ma7
159,9436,8,15,20,17,3,14,heatmap_np159_pos1424_sppcalc8_na9436_ips15_ma17
54,3899,71,12,20,44,3,40,heatmap_np54_pos3834_sppcalc71_na3899_ips12_ma44
365,9322,8,14,20,17,3,14,heatmap_np365_pos3213_sppcalc8_na9322_ips14_ma17
146,4931,23,14,20,25,3,22,heatmap_np146_pos3481_sppcalc23_na4931_ips14_ma25
345,2440,9,20,20,71,3,40,heatmap_np345_pos3229_sppcalc9_na2440_ips20_ma71
315,8839,11,6,20,73,3,40,heatmap_np315_pos3676_sppcalc11_na8839_ips6_ma73
342,6579,4,5,20,56,3,40,heatmap_np342_pos1486_sppcalc4_na6579_ips5_ma56
326,7729,3,11,20,65,3,40,heatmap_np326_pos1075_sppcalc3_na7729_ips11_ma65
247,2185,2,9,20,9,3,6,heatmap_np247_pos690_sppcalc2_na2185_ips9_ma9
235,3517,17,7,20,28,3,25,heatmap_np235_pos4153_sppcalc17_na3517_ips7_ma28
71,1198,12,15,20,61,3,40,heatmap_np71_pos922_sppcalc12_na1198_ips15_ma61
61,8401,46,6,20,15,3,12,heatmap_np61_pos2850_sppcalc46_na8401_ips6_ma15
344,3529,1,6,20,10,3,7,heatmap_np344_pos534_sppcalc1_na3529_ips6_ma10
277,7386,17,10,20,21,3,18,heatmap_np277_pos4710_sppcalc17_na7386_ips10_ma21
109,6755,26,13,20,69,3,40,heatmap_np109_pos2841_sppcalc26_na6755_ips13_ma69
15,2679,37,10,20,5,3,3,heatmap_np15_pos568_sppcalc37_na2679_ips10_ma5
373,2386,1,20,20,32,3,29,heatmap_np373_pos391_sppcalc1_na2386_ips20_ma32
77,970,53,12,20,27,3,24,heatmap_np77_pos4094_sppcalc53_na970_ips12_ma27
115,4698,1,11,20,45,3,40,heatmap_np115_pos5_sppcalc1_na4698_ips11_ma45
122,9493,32,5,20,11,3,8,heatmap_np122_pos3922_sppcalc32_na9493_ips5_ma11
197,3462,16,9,20,40,3,37,heatmap_np197_pos3238_sppcalc16_na3462_ips9_ma40
74,9153,34,15,20,10,3,7,heatmap_np74_pos2559_sppcalc34_na9153_ips15_ma10
79,6354,32,19,20,42,3,39,heatmap_np79_pos2602_sppcalc32_na6354_ips19_ma42
341,389,9,16,20,11,3,8,heatmap_np341_pos3329_sppcalc9_na389_ips16_ma11
61,110,40,20,20,30,3,27,heatmap_np61_pos2469_sppcalc40_na110_ips20_ma30
46,2168,95,7,20,34,3,31,heatmap_np46_pos4413_sppcalc95_na2168_ips7_ma34
296,9251,12,5,20,8,3,5,heatmap_np296_pos3669_sppcalc12_na9251_ips5_ma8
93,363,18,6,20,49,3,40,heatmap_np93_pos1724_sppcalc18_na363_ips6_ma49
109,6324,18,13,20,35,3,32,heatmap_np109_pos2065_sppcalc18_na6324_ips13_ma35
307,3857,12,11,20,57,3,40,heatmap_np307_pos3693_sppcalc12_na3857_ips11_ma57
370,1217,2,12,20,43,3,40,heatmap_np370_pos870_sppcalc2_na1217_ips12_ma43
387,94,2,14,20,45,3,40,heatmap_np387_pos962_sppcalc2_na94_ips14_ma45
360,1700,8,7,20,11,3,8,heatmap_np360_pos2897_sppcalc8_na1700_ips7_ma11
39,8026,96,10,20,28,3,25,heatmap_np39_pos3765_sppcalc96_na8026_ips10_ma28
206,2648,1,13,20,31,3,28,heatmap_np206_pos340_sppcalc1_na2648_ips13_ma31
362,8688,5,18,20,40,3,37,heatmap_np362_pos1858_sppcalc5_na8688_ips18_ma40
199,6734,22,16,20,30,3,27,heatmap_np199_pos4569_sppcalc22_na6734_ips16_ma30
221,8890,4,6,20,38,3,35,heatmap_np221_pos1038_sppcalc4_na8890_ips6_ma38
218,5095,15,8,20,36,3,33,heatmap_np218_pos3364_sppcalc15_na5095_ips8_ma36
248,8896,18,17,20,62,3,40,heatmap_np248_pos4705_sppcalc18_na8896_ips17_ma62
116,7372,3,19,20,73,3,40,heatmap_np116_pos445_sppcalc3_na7372_ips19_ma73
228,1682,6,10,20,38,3,35,heatmap_np228_pos1492_sppcalc6_na1682_ips10_ma38
307,8851,12,16,20,63,3,40,heatmap_np307_pos3765_sppcalc12_na8851_ips16_ma63
124,7041,27,13,20,41,3,38,heatmap_np124_pos3349_sppcalc27_na7041_ips13_ma41
188,5501,4,8,20,8,3,5,heatmap_np188_pos882_sppcalc4_na5501_ips8_ma8
330,8581,10,9,20,71,3,40,heatmap_np330_pos3541_sppcalc10_na8581_ips9_ma71
156,6650,16,13,20,65,3,40,heatmap_np156_pos2617_sppcalc16_na6650_ips13_ma65
94,8185,31,7,20,20,3,17,heatmap_np94_pos2917_sppcalc31_na8185_ips7_ma20
257,1025,5,14,20,32,3,29,heatmap_np257_pos1309_sppcalc5_na1025_ips14_ma32
66,7180,62,7,20,24,3,21,heatmap_np66_pos4153_sppcalc62_na7180_ips7_ma24
344,6281,11,18,20,13,3,10,heatmap_np344_pos3996_sppcalc11_na6281_ips18_ma13
12,3848,348,15,20,6,3,3,heatmap_np12_pos4176_sppcalc348_na3848_ips15_ma6
335,4274,1,8,20,28,3,25,heatmap_np335_pos332_sppcalc1_na4274_ips8_ma28
154,4141,12,20,20,59,3,40,heatmap_np154_pos1923_sppcalc12_na4141_ips20_ma59
77,9911,52,7,20,65,3,40,heatmap_np77_pos4043_sppcalc52_na9911_ips7_ma65
370,6156,7,16,20,49,3,40,heatmap_np370_pos2875_sppcalc7_na6156_ips16_ma49
329,2191,7,17,20,72,3,40,heatmap_np329_pos2397_sppcalc7_na2191_ips17_ma72
28,734,148,7,20,18,3,15,heatmap_np28_pos4165_sppcalc148_na734_ips7_ma18
396,7696,11,17,20,45,3,40,heatmap_np396_pos4394_sppcalc11_na7696_ips17_ma45
269,2316,15,11,20,44,3,40,heatmap_np269_pos4077_sppcalc15_na2316_ips11_ma44
40,2235,33,16,20,12,3,9,heatmap_np40_pos1353_sppcalc33_na2235_ips16_ma12
299,6896,12,12,20,24,3,21,heatmap_np299_pos3804_sppcalc12_na6896_ips12_ma24
340,5674,10,8,20,64,3,40,heatmap_np340_pos3564_sppcalc10_na5674_ips8_ma64
213,5290,16,9,20,19,3,16,heatmap_np213_pos3549_sppcalc16_na5290_ips9_ma19
184,5069,13,12,20,45,3,40,heatmap_np184_pos2459_sppcalc13_na5069_ips12_ma45
377,1436,2,12,20,39,3,36,heatmap_np377_pos1050_sppcalc2_na1436_ips12_ma39
383,600,1,5,20,34,3,31,heatmap_np383_pos427_sppcalc1_na600_ips5_ma34
233,6563,14,20,20,59,3,40,heatmap_np233_pos3281_sppcalc14_na6563_ips20_ma59
277,9105,13,15,20,34,3,31,heatmap_np277_pos3692_sppcalc13_na9105_ips15_ma34
51,2382,79,15,20,16,3,13,heatmap_np51_pos4052_sppcalc79_na2382_ips15_ma16
355,2192,4,6,20,14,3,11,heatmap_np355_pos1761_sppcalc4_na2192_ips6_ma14
112,1553,34,18,20,16,3,13,heatmap_np112_pos3811_sppcalc34_na1553_ips18_ma16
204,653,6,7,20,57,3,40,heatmap_np204_pos1296_sppcalc6_na653_ips7_ma57
262,5374,13,15,20,57,3,40,heatmap_np262_pos3492_sppcalc13_na5374_ips15_ma57
363,3155,12,7,20,57,3,40,heatmap_np363_pos4395_sppcalc12_na3155_ips7_ma57
330,3233,8,17,20,54,3,40,heatmap_np330_pos2966_sppcalc8_na3233_ips17_ma54
81,7722,56,19,20,6,3,3,heatmap_np81_pos4565_sppcalc56_na7722_ips19_ma6
278,1200,6,12,20,65,3,40,heatmap_np278_pos1742_sppcalc6_na1200_ips12_ma65
102,233,14,11,20,73,3,40,heatmap_np102_pos1444_sppcalc14_na233_ips11_ma73
23,6992,19,7,20,11,3,8,heatmap_np23_pos441_sppcalc19_na6992_ips7_ma11
346,4076,9,9,20,9,3,6,heatmap_np346_pos3359_sppcalc9_na4076_ips9_ma9
119,9555,29,11,20,56,3,40,heatmap_np119_pos3558_sppcalc29_na9555_ips11_ma56
59,8032,49,13,20,5,3,3,heatmap_np59_pos2935_sppcalc49_na8032_ips13_ma5
159,9837,10,15,20,14,3,11,heatmap_np159_pos1717_sppcalc10_na9837_ips15_ma14
67,7826,19,20,20,62,3,40,heatmap_np67_pos1279_sppcalc19_na7826_ips20_ma62
382,8063,1,6,20,21,3,18,heatmap_np382_pos579_sppcalc1_na8063_ips6_ma21
63,5126,23,5,20,33,3,30,heatmap_np63_pos1465_sppcalc23_na5126_ips5_ma33
247,4782,11,13,20,26,3,23,heatmap_np247_pos2889_sppcalc11_na4782_ips13_ma26
205,6386,1,20,20,23,3,20,heatmap_np205_pos253_sppcalc1_na6386_ips20_ma23
206,5900,22,18,20,61,3,40,heatmap_np206_pos4638_sppcalc22_na5900_ips18_ma61
14,8559,176,11,20,13,3,10,heatmap_np14_pos2464_sppcalc176_na8559_ips11_ma13
25,1294,198,10,20,6,3,3,heatmap_np25_pos4956_sppcalc198_na1294_ips10_ma6
245,1138,8,11,20,33,3,30,heatmap_np245_pos2145_sppcalc8_na1138_ips11_ma33
224,5622,15,15,20,20,3,17,heatmap_np224_pos3477_sppcalc15_na5622_ips15_ma20
382,8468,13,9,20,49,3,40,heatmap_np382_pos4999_sppcalc13_na8468_ips9_ma49
83,4865,35,12,20,17,3,14,heatmap_np83_pos2935_sppcalc35_na4865_ips12_ma17
217,6462,6,17,20,75,3,40,heatmap_np217_pos1465_sppcalc6_na6462_ips17_ma75
195,7556,18,9,20,41,3,38,heatmap_np195_pos3658_sppcalc18_na7556_ips9_ma41
57,9959,6,20,20,13,3,10,heatmap_np57_pos393_sppcalc6_na9959_ips20_ma13
286,9376,7,19,20,8,3,5,heatmap_np286_pos2047_sppcalc7_na9376_ips19_ma8
260,4921,17,18,20,74,3,40,heatmap_np260_pos4514_sppcalc17_na4921_ips18_ma74
60,2422,1,14,20,51,3,40,heatmap_np60_pos51_sppcalc1_na2422_ips14_ma51
55,4428,2,18,20,9,3,6,heatmap_np55_pos114_sppcalc2_na4428_ips18_ma9
343,7346,9,7,20,59,3,40,heatmap_np343_pos3426_sppcalc9_na7346_ips7_ma59
184,7148,18,20,20,59,3,40,heatmap_np184_pos3474_sppcalc18_na7148_ips20_ma59
85,5744,49,8,20,56,3,40,heatmap_np85_pos4169_sppcalc49_na5744_ips8_ma56
157,5700,8,17,20,42,3,39,heatmap_np157_pos1412_sppcalc8_na5700_ips17_ma42
355,728,9,18,20,34,3,31,heatmap_np355_pos3451_sppcalc9_na728_ips18_ma34
375,703,5,7,20,53,3,40,heatmap_np375_pos2084_sppcalc5_na703_ips7_ma53
203,2616,2,15,20,21,3,18,heatmap_np203_pos558_sppcalc2_na2616_ips15_ma21
316,873,12,14,20,42,3,39,heatmap_np316_pos3964_sppcalc12_na873_ips14_ma42
230,1679,7,8,20,14,3,11,heatmap_np230_pos1773_sppcalc7_na1679_ips8_ma14
280,4909,9,9,20,47,3,40,heatmap_np280_pos2610_sppcalc9_na4909_ips9_ma47
144,9358,30,11,20,15,3,12,heatmap_np144_pos4333_sppcalc30_na9358_ips11_ma15
315,8425,11,14,20,72,3,40,heatmap_np315_pos3665_sppcalc11_na8425_ips14_ma72
28,9022,77,6,20,14,3,11,heatmap_np28_pos2181_sppcalc77_na9022_ips6_ma14
28,7409,113,19,20,14,3,11,heatmap_np28_pos3185_sppcalc113_na7409_ips19_ma14
261,8510,13,11,20,66,3,40,heatmap_np261_pos3431_sppcalc13_na8510_ips11_ma66
196,1516,21,5,20,20,3,17,heatmap_np196_pos4218_sppcalc21_na1516_ips5_ma20
247,3580,6,18,20,11,3,8,heatmap_np247_pos1727_sppcalc6_na3580_ips18_ma11
354,4125,3,12,20,64,3,40,heatmap_np354_pos1334_sppcalc3_na4125_ips12_ma64
283,5125,11,18,20,14,3,11,heatmap_np283_pos3336_sppcalc11_na5125_ips18_ma14
380,4716,10,16,20,34,3,31,heatmap_np380_pos3976_sppcalc10_na4716_ips16_ma34
127,7938,28,14,20,27,3,24,heatmap_np127_pos3558_sppcalc28_na7938_ips14_ma27
295,2113,8,18,20,52,3,40,heatmap_np295_pos2514_sppcalc8_na2113_ips18_ma52
288,7254,17,13,20,35,3,32,heatmap_np288_pos4914_sppcalc17_na7254_ips13_ma35
67,2779,14,19,20,19,3,16,heatmap_np67_pos960_sppcalc14_na2779_ips19_ma19
169,3752,21,5,20,54,3,40,heatmap_np169_pos3605_sppcalc21_na3752_ips5_ma54
12,2167,168,8,20,5,3,3,heatmap_np12_pos2024_sppcalc168_na2167_ips8_ma5
114,3603,38,7,20,70,3,40,heatmap_np114_pos4413_sppcalc38_na3603_ips7_ma70
45,5425,34,11,20,26,3,23,heatmap_np45_pos1542_sppcalc34_na5425_ips11_ma26
17,1669,179,5,20,17,3,14,heatmap_np17_pos3056_sppcalc179_na1669_ips5_ma17
204,1099,21,8,20,16,3,13,heatmap_np204_pos4457_sppcalc21_na1099_ips8_ma16
337,2197,1,6,20,35,3,32,heatmap_np337_pos226_sppcalc1_na2197_ips6_ma35
298,7687,10,17,20,6,3,3,heatmap_np298_pos3194_sppcalc10_na7687_ips17_ma6
161,9771,10,13,20,38,3,35,heatmap_np161_pos1685_sppcalc10_na9771_ips13_ma38
20,2990,208,17,20,5,3,3,heatmap_np20_pos4162_sppcalc208_na2990_ips17_ma5
19,3053,244,19,20,10,3,7,heatmap_np19_pos4654_sppcalc244_na3053_ips19_ma10
350,481,9,11,20,26,3,23,heatmap_np350_pos3320_sppcalc9_na481_ips11_ma26
87,8687,25,7,20,56,3,40,heatmap_np87_pos2244_sppcalc25_na8687_ips7_ma56
149,7906,32,12,20,52,3,40,heatmap_np149_pos4852_sppcalc32_na7906_ips12_ma52
222,4809,6,17,20,30,3,27,heatmap_np222_pos1418_sppcalc6_na4809_ips17_ma30
144,834,27,17,20,34,3,31,heatmap_np144_pos3953_sppcalc27_na834_ips17_ma34
298,9753,10,20,20,74,3,40,heatmap_np298_pos3061_sppcalc10_na9753_ips20_ma74
254,378,18,9,20,6,3,3,heatmap_np254_pos4656_sppcalc18_na378_ips9_ma6
179,4745,17,11,20,9,3,6,heatmap_np179_pos3171_sppcalc17_na4745_ips11_ma9
396,2101,8,5,20,50,3,40,heatmap_np396_pos3420_sppcalc8_na2101_ips5_ma50
62,40,41,7,20,52,3,40,heatmap_np62_pos2592_sppcalc41_na40_ips7_ma52
142,7051,34,11,20,16,3,13,heatmap_np142_pos4876_sppcalc34_na7051_ips11_ma16
297,9558,8,19,20,58,3,40,heatmap_np297_pos2581_sppcalc8_na9558_ips19_ma58
362,4574,10,10,20,54,3,40,heatmap_np362_pos3761_sppcalc10_na4574_ips10_ma54
30,9680,14,13,20,8,3,5,heatmap_np30_pos438_sppcalc14_na9680_ips13_ma8
138,5145,16,14,20,25,3,22,heatmap_np138_pos2319_sppcalc16_na5145_ips14_ma25
63,4590,33,13,20,57,3,40,heatmap_np63_pos2094_sppcalc33_na4590_ips13_ma57
100,7670,22,15,20,50,3,40,heatmap_np100_pos2222_sppcalc22_na7670_ips15_ma50
55,1811,62,8,20,26,3,23,heatmap_np55_pos3441_sppcalc62_na1811_ips8_ma26
211,7368,19,5,20,43,3,40,heatmap_np211_pos4013_sppcalc19_na7368_ips5_ma43
295,1013,3,20,20,38,3,35,heatmap_np295_pos1123_sppcalc3_na1013_ips20_ma38
262,1013,7,13,20,8,3,5,heatmap_np262_pos2004_sppcalc7_na1013_ips13_ma8
35,4790,78,7,20,20,3,17,heatmap_np35_pos2749_sppcalc78_na4790_ips7_ma20
293,2076,7,5,20,9,3,6,heatmap_np293_pos2102_sppcalc7_na2076_ips5_ma9
222,924,13,7,20,72,3,40,heatmap_np222_pos2903_sppcalc13_na924_ips7_ma72
143,4920,31,16,20,44,3,40,heatmap_np143_pos4543_sppcalc31_na4920_ips16_ma44
100,7091,1,14,20,68,3,40,heatmap_np100_pos21_sppcalc1_na7091_ips14_ma68
143,5472,7,12,20,61,3,40,heatmap_np143_pos1127_sppcalc7_na5472_ips12_ma61
26,5530,83,12,20,12,3,9,heatmap_np26_pos2168_sppcalc83_na5530_ips12_ma12
190,4407,12,16,20,64,3,40,heatmap_np190_pos2450_sppcalc12_na4407_ips16_ma64
337,6448,5,9,20,73,3,40,heatmap_np337_pos2005_sppcalc5_na6448_ips9_ma73
358,2126,4,15,20,57,3,40,heatmap_np358_pos1733_sppcalc4_na2126_ips15_ma57
185,7569,18,13,20,5,3,3,heatmap_np185_pos3351_sppcalc18_na7569_ips13_ma5
122,8651,36,20,20,35,3,32,heatmap_np122_pos4396_sppcalc36_na8651_ips20_ma35
151,8607,9,15,20,33,3,30,heatmap_np151_pos1460_sppcalc9_na8607_ips15_ma33
358,2504,12,20,20,27,3,24,heatmap_np358_pos4365_sppcalc12_na2504_ips20_ma27
36,8320,9,6,20,11,3,8,heatmap_np36_pos328_sppcalc9_na8320_ips6_ma11
72,8080,32,20,20,45,3,40,heatmap_np72_pos2362_sppcalc32_na8080_ips20_ma45
82,7530,41,20,20,47,3,40,heatmap_np82_pos3420_sppcalc41_na7530_ips20_ma47
194,7070,22,19,20,35,3,32,heatmap_np194_pos4337_sppcalc22_na7070_ips19_ma35
255,1466,19,12,20,10,3,7,heatmap_np255_pos4934_sppcalc19_na1466_ips12_ma10
124,3741,9,7,20,36,3,33,heatmap_np124_pos1238_sppcalc9_na3741_ips7_ma36
326,3798,1,10,20,18,3,15,heatmap_np326_pos269_sppcalc1_na3798_ips10_ma18
28,5282,80,7,20,21,3,18,heatmap_np28_pos2257_sppcalc80_na5282_ips7_ma21
19,1978,220,5,20,13,3,10,heatmap_np19_pos4182_sppcalc220_na1978_ips5_ma13
369,5874,1,8,20,55,3,40,heatmap_np369_pos406_sppcalc1_na5874_ips8_ma55
243,887,3,17,20,38,3,35,heatmap_np243_pos917_sppcalc3_na887_ips17_ma38
257,2907,18,13,20,35,3,32,heatmap_np257_pos4690_sppcalc18_na2907_ips13_ma35
392,6409,3,6,20,64,3,40,heatmap_np392_pos1478_sppcalc3_na6409_ips6_ma64
341,3460,5,8,20,56,3,40,heatmap_np341_pos1974_sppcalc5_na3460_ips8_ma56
98,5721,45,11,20,5,3,3,heatmap_np98_pos4410_sppcalc45_na5721_ips11_ma5
254,8574,15,12,20,58,3,40,heatmap_np254_pos3895_sppcalc15_na8574_ips12_ma58
259,5295,11,10,20,70,3,40,heatmap_np259_pos3093_sppcalc11_na5295_ips10_ma70
205,280,2,8,20,14,3,11,heatmap_np205_pos569_sppcalc2_na280_ips8_ma14
14,4954,56,15,20,11,3,8,heatmap_np14_pos790_sppcalc56_na4954_ips15_ma11
326,5436,6,17,20,73,3,40,heatmap_np326_pos2240_sppcalc6_na5436_ips17_ma73
320,2562,14,20,20,48,3,40,heatmap_np320_pos4704_sppcalc14_na2562_ips20_ma48
323,6683,4,5,20,63,3,40,heatmap_np323_pos1384_sppcalc4_na6683_ips5_ma63
140,8018,1,15,20,69,3,40,heatmap_np140_pos90_sppcalc1_na8018_ips15_ma69
109,7260,35,8,20,16,3,13,heatmap_np109_pos3882_sppcalc35_na7260_ips8_ma16
294,8871,5,8,20,45,3,40,heatmap_np294_pos1711_sppcalc5_na8871_ips8_ma45
258,9089,1,7,20,57,3,40,heatmap_np258_pos319_sppcalc1_na9089_ips7_ma57
21,1185,63,17,20,18,3,15,heatmap_np21_pos1329_sppcalc63_na1185_ips17_ma18
382,6812,5,15,20,27,3,24,heatmap_np382_pos2256_sppcalc5_na6812_ips15_ma27
168,6300,24,15,20,36,3,33,heatmap_np168_pos4155_sppcalc24_na6300_ips15_ma36
337,5025,13,19,20,39,3,36,heatmap_np337_pos4546_sppcalc13_na5025_ips19_ma39
246,5998,1,19,20,16,3,13,heatmap_np246_pos36_sppcalc1_na5998_ips19_ma16
67,7478,53,6,20,13,3,10,heatmap_np67_pos3610_sppcalc53_na7478_ips6_ma13
345,7481,1,18,20,14,3,11,heatmap_np345_pos679_sppcalc1_na7481_ips18_ma14
